;;;;;;;;;;;;;;;;;;;;;;Ratios mse/base;;;;;;;;;;;;;;;
dset;h;iTest;fmethod;mseBase;mseBottomUp;mseMinT;mseBayesFull;mseBayesFullMeanS;mseBayesFullMedianS;mseBayesFullPosMeanS;mseBayesFullPosMedianS;mseBayes;mseBayesMeanS;mseBayesMedianS;mseBayesPosMeanS;mseBayesPosMedianS;esBayesFull;esBayesFullPos;esBayes;esBayesPos;;mseBayesFull;mseBayesFullMeanS;mseBayesFullMedianS;mseBayesFullPosMeanS;mseBayesFullPosMedianS;mseBayes;mseBayesMeanS;mseBayesMedianS;mseBayesPosMeanS;mseBayesPosMedianS;;;;;Mean ES;Median ES
infantgts;3;38;ets;29630.81057;32079.48484;NA;27510.37892;27551.44346;27541.38316;27498.32784;27515.23992;30177.87054;30157.67869;30150.44249;30211.17171;30215.67289;680.9630095;679.7010017;759.7400494;760.5216955;;0.928438284;0.929824157;0.929484635;0.928031576;0.928602336;1.018462538;1.01778109;1.017536878;1.019586408;1.019738316;;;;;;
infantgts;3;39;ets;33595.21501;30983.22482;NA;30044.39595;30098.58253;30078.77602;30033.03668;30051.45803;31265.89145;31238.9939;31243.89535;31299.40865;31305.89985;718.2786441;717.2524217;774.6851507;775.4796188;;0.894305809;0.895918735;0.895329171;0.893967688;0.89451602;0.93066502;0.929864384;0.930010281;0.931662698;0.931855916;;;;;;
infantgts;3;40;ets;7161.739949;7627.509501;NA;7053.779581;7077.402908;7075.511997;7052.853673;7060.400468;7298.814824;7287.828361;7289.815448;7315.952418;7320.620901;288.9363123;288.4711291;316.1968811;316.9792364;;0.9849254;0.988223945;0.987959916;0.984796114;0.98584988;1.019139885;1.017605835;1.017883294;1.021532822;1.022184686;;;;;;
infantgts;3;41;ets;1149.188837;1093.850045;NA;1087.636595;1090.503375;1086.763277;1088.815648;1091.475916;1088.465553;1089.11707;1090.378082;1093.292163;1096.072697;130.4821561;130.699301;121.5800136;121.5164893;;0.946438531;0.948933143;0.945678588;0.947464519;0.949779428;0.947159874;0.94772681;0.948824116;0.951359888;0.953779451;;;;;;
infantgts;3;42;ets;782.65248;756.9328847;NA;789.5270407;786.3826174;787.6870835;787.8339836;785.355033;776.8123495;778.7361495;778.0016379;777.5807102;777.8312018;122.3176491;122.3339911;111.1050402;111.1564182;;1.008783669;1.00476602;1.006432745;1.00662044;1.003453069;0.992538028;0.99499608;0.99405759;0.993519768;0.993839822;;;;;;
infantgts;3;43;ets;985.722353;529.983634;NA;498.8334047;498.9039353;497.5327129;497.6578777;495.0085229;544.9584921;546.6810338;547.0023568;543.4531595;543.9948449;108.5296402;108.2606504;97.70714861;97.50737729;;0.506058733;0.506130285;0.504739201;0.504866179;0.50217845;0.552851917;0.554599408;0.554925386;0.55132478;0.551874312;;;;;;
infantgts;3;44;ets;973.0640672;1274.874383;NA;1039.835592;1044.963829;1042.338613;1042.172213;1044.230788;1116.391204;1119.247741;1118.819644;1122.688044;1125.374952;123.2686364;123.3225395;117.8130537;118.008452;;1.068619865;1.07389006;1.071192173;1.071021168;1.073136726;1.147294655;1.150230266;1.149790319;1.153765802;1.156527088;;;;;;
infantgts;3;45;ets;7675.997033;5775.217461;NA;6707.245037;6695.488084;6684.56785;6683.396638;6675.354994;6564.184836;6556.039458;6556.584179;6546.461567;6544.133926;290.128331;289.6888684;302.0775383;301.9229138;;0.873794636;0.872262985;0.870840338;0.870687757;0.869640122;0.855157292;0.854096143;0.854167107;0.852848371;0.852545135;;;;;;
infantgts;3;46;ets;4864.09985;5978.434168;NA;4664.544637;4677.689999;4677.654117;4753.928985;4753.417861;4928.916159;4942.857853;4948.397437;4966.90816;4971.662862;253.6885238;255.8776571;267.9813506;268.9184682;;0.958973866;0.961676393;0.961669016;0.977350205;0.977245124;1.013325448;1.016191691;1.017330563;1.021136143;1.022113652;;;;;;
infantgts;3;47;ets;4466.103462;2570.150626;NA;2590.32391;2592.717802;2593.199421;2645.91508;2647.391831;2604.779865;2606.395718;2608.395938;2632.122277;2635.177541;189.5711336;191.9307812;190.4956554;191.5935661;;0.579996396;0.580532409;0.580640248;0.592443749;0.592774407;0.583233211;0.583595015;0.584042882;0.589355419;0.590039519;;;;;;
infantgts;4;1;ets;2974.896465;1955.238094;NA;2267.43102;2275.151904;2270.613746;2956.056214;2866.414347;2386.191066;2382.86014;2378.236188;2671.125243;2632.426408;157.3759956;176.1695614;161.0488365;171.3145091;;0.762188213;0.764783558;0.763258074;0.993666922;0.963534153;0.802108945;0.800989267;0.799434944;0.897888472;0.884880008;;;;;;
infantgts;4;2;ets;192.3628797;184.2794913;NA;192.5825597;192.5462963;193.0255955;195.8922514;189.4541339;188.7839423;188.3945037;189.0976174;170.7951278;171.895816;95.48054482;93.28435569;76.82560303;74.81320753;;1.001142008;1.000953493;1.003445133;1.018347468;0.984878861;0.981394865;0.979370365;0.983025507;0.887879865;0.893601802;;;;;;
infantgts;4;3;ets;310.405794;386.0710735;NA;310.0314212;313.8433409;312.9550154;479.6578775;455.0402607;339.9785631;338.0695308;338.3222991;409.0405633;399.6086983;99.53802302;103.2130816;83.51185787;85.70630176;;0.998793924;1.011074365;1.008212545;1.54526071;1.465952857;1.095271318;1.0891212;1.089935516;1.317760722;1.287375126;;;;;;
infantgts;4;4;ets;2160.560981;1830.121433;NA;1898.581037;1908.695536;1909.629375;2297.175815;2235.026933;2034.806087;2031.176574;2028.936626;2167.146679;2146.430249;146.7891511;157.3255952;147.9613863;152.7416199;;0.878744481;0.883425903;0.883858123;1.063231186;1.034466026;0.941795258;0.940115364;0.93907862;1.003048143;0.993459693;;;;;;
infantgts;4;5;ets;436.8519707;403.2709031;NA;317.6003827;320.0252612;320.7242529;387.8930983;373.5408324;411.9859841;411.3022759;412.5017874;441.6918023;437.9650757;102.5738686;103.2712845;88.71351598;89.86203003;;0.727020602;0.732571403;0.734171469;0.887928004;0.855074161;0.943079148;0.941514068;0.944259875;1.011078882;1.002548014;;;;;;
infantgts;4;6;ets;5899.571285;6780.508823;NA;5196.65668;5216.061584;5204.863381;5861.273209;5770.095118;6334.951565;6338.334171;6331.725533;6531.809908;6501.283387;239.3203092;255.437066;286.7940681;292.5561715;;0.880853274;0.88414248;0.882244341;0.993508329;0.978053292;1.07379863;1.074371995;1.073251805;1.107166876;1.101992513;;;;;;
infantgts;4;7;ets;5123.677914;6918.315998;NA;5501.19682;5506.462563;5499.038676;5966.246827;5891.761992;6019.147472;6017.477538;6018.742249;6184.855201;6158.825577;245.7697633;257.4013688;277.3282662;281.9852729;;1.073681233;1.07470896;1.073260023;1.164446112;1.149908736;1.174770853;1.174444928;1.174691765;1.207112411;1.20203215;;;;;;
infantgts;4;8;ets;10628.29292;10967.65857;NA;10641.32018;10659.42703;10650.34008;11064.48165;10990.2874;10762.70732;10781.23144;10772.32693;10877.81268;10859.76234;364.1056313;373.7080621;399.6340531;402.064011;;1.001225715;1.002929361;1.002074384;1.041040338;1.034059513;1.012646848;1.014389754;1.013551942;1.023476937;1.021778608;;;;;;
infantgts;4;9;ets;11331.49284;13524.55802;NA;11984.53729;11995.44154;11997.59032;12428.15002;12361.17967;12486.17435;12501.89823;12492.4378;12589.83941;12572.74548;392.7496979;402.5459007;438.3787614;440.6795761;;1.057630928;1.058593224;1.058782853;1.096779585;1.090869478;1.10190021;1.103287837;1.102452958;1.111048614;1.109540081;;;;;;
infantgts;4;10;ets;26423.74557;23180.5954;NA;25815.16609;25866.22866;25871.45978;26257.27127;26195.69145;24641.54273;24681.48951;24686.95734;24760.05993;24747.44199;641.3317159;648.2656489;667.4870463;669.2247213;;0.976968463;0.978900913;0.979098883;0.993699822;0.991369349;0.932552982;0.934064758;0.934271687;0.937038236;0.936560713;;;;;;
infantgts;4;11;ets;12406.87578;11891.02641;NA;12094.50642;12116.25385;12114.27384;12418.85936;12372.76885;12077.68032;12108.23562;12102.54584;12152.94238;12149.17713;395.0296999;401.8079416;429.2910466;430.3145655;;0.974822883;0.976575737;0.976416146;1.000965882;0.997250965;0.973466691;0.975929463;0.975470864;0.979532849;0.979229368;;;;;;
infantgts;4;12;ets;6259.075839;5471.225804;NA;6009.458439;6024.494286;6021.959088;6129.35041;6109.827493;5807.951142;5819.141773;5815.870212;5840.760782;5840.095871;260.4835567;262.9346024;272.0283015;272.8731043;;0.960119128;0.962521376;0.962116332;0.979274028;0.976154891;0.927924711;0.929712616;0.929189925;0.933166642;0.933060411;;;;;;
infantgts;4;13;ets;5718.570559;5447.290624;NA;5477.520832;5489.548153;5480.955559;5633.851262;5614.887381;5511.510521;5526.438491;5524.181955;5546.601984;5546.777231;243.5928168;247.4262878;260.3709298;261.3477123;;0.957847905;0.95995111;0.958448532;0.985185232;0.981869039;0.963791644;0.966402081;0.966007484;0.969928049;0.969958694;;;;;;
infantgts;4;14;ets;187.9830991;323.1526839;NA;212.6968431;214.9980556;212.3979057;240.7154114;238.3470632;238.1406482;243.1073086;241.9706597;244.7437044;245.1606539;98.76559615;99.23457736;79.45134762;79.57467848;;1.131467904;1.143709496;1.129877668;1.280516241;1.267917511;1.26681946;1.293240242;1.287193693;1.301945257;1.304163273;;;;;;
infantgts;4;15;ets;14171.26314;9993.197272;NA;13074.63045;13095.90805;13092.20099;13323.43354;13297.93879;11673.22054;11696.81266;11683.83944;11731.49631;11730.54395;415.5505203;420.0784865;419.2357708;420.435338;;0.922615741;0.924117203;0.923855613;0.940172616;0.938373571;0.823724775;0.825389561;0.824474101;0.827837024;0.827769821;;;;;;
infantgts;4;16;ets;465.5238952;544.7222678;NA;504.6547362;506.2796314;506.9635184;538.1189329;534.6078998;500.5675099;503.732842;504.5422302;508.8588257;507.9016902;112.819105;113.130414;96.22106806;96.40852824;;1.084057642;1.087548108;1.089017177;1.155942667;1.148400555;1.0752778;1.082077305;1.083815966;1.09308852;1.091032481;;;;;;
infantgts;4;17;ets;3879.522704;4228.67215;NA;3915.847151;3935.220557;3930.045284;4008.327048;3996.532478;4005.478847;4003.68481;4002.28053;4029.070733;4033.208972;207.8455991;209.6662441;217.6909551;218.5333935;;1.009363123;1.014356883;1.013022885;1.03320108;1.030160868;1.032466917;1.03200448;1.031642507;1.038548048;1.039614736;;;;;;
infantgts;4;18;ets;7212.245926;6628.997853;NA;7016.71428;7032.230425;7023.432503;7096.24384;7088.90278;6850.923064;6865.44652;6860.834584;6874.238929;6876.136892;282.7273184;284.3336618;298.65437;299.3333069;;0.972888938;0.975040299;0.97382044;0.983915955;0.982898095;0.949901478;0.9519152;0.951275741;0.953134294;0.953397453;;;;;;
infantgts;4;19;ets;943.885698;715.2951052;NA;947.3406608;938.9025135;946.0656994;925.364622;927.0892331;836.636597;833.7244816;834.5810353;829.9003368;829.1608359;122.6027209;122.4769703;105.4039081;105.433896;;1.003660361;0.994720564;1.002309603;0.98037784;0.98220498;0.886374906;0.883289665;0.884197141;0.879238173;0.878454709;;;;;;
infantgts;4;20;ets;5444.146876;6611.788843;NA;5888.696966;5906.368096;5898.363673;6110.339054;6090.851378;5991.851931;6007.198045;6008.489599;6048.386163;6048.791381;254.4736504;259.248444;273.3590354;274.6587307;;1.08165652;1.084902415;1.083432135;1.122368517;1.118788952;1.100604386;1.103423214;1.103660451;1.110988792;1.111063224;;;;;;
infantgts;4;21;ets;4060.222794;5720.314132;NA;4568.263678;4581.163894;4582.233783;4606.679826;4605.386935;4815.57031;4802.522012;4803.452962;4831.294808;4833.775093;226.819437;227.8886032;242.7399861;243.8685663;;1.125126356;1.128303575;1.12856708;1.134587943;1.134269514;1.186035978;1.182822287;1.183051573;1.189908794;1.190519668;;;;;;
infantgts;4;22;ets;5592.628126;8314.065948;NA;6486.640855;6499.394624;6491.983238;6521.734223;6523.328676;6884.015101;6876.455936;6879.33404;6904.250424;6909.497493;273.7804198;274.4942475;300.9439563;301.481673;;1.159855565;1.162136026;1.160810819;1.166130498;1.166415597;1.230908787;1.229557156;1.230071781;1.234527;1.235465212;;;;;;
infantgts;4;23;ets;16089.59801;23257.33207;NA;17421.81431;17470.44727;17465.42581;17412.11718;17423.20412;19492.80605;19471.36357;19473.62501;19520.80034;19534.20758;493.8689822;492.8769296;570.9236248;571.7924756;;1.08279985;1.085822483;1.08551039;1.082197154;1.082886229;1.211516039;1.210183347;1.2103239;1.213255939;1.214089225;;;;;;
infantgts;4;24;ets;38452.1335;52907.03194;NA;41097.95657;41145.46028;41125.6978;41176.20926;41179.39418;45689.54656;45669.98751;45660.80821;45739.36816;45762.34011;847.6755479;847.9806156;951.8185474;952.6844587;;1.068808226;1.070043624;1.069529674;1.070843293;1.070926121;1.188218765;1.187710105;1.187471385;1.189514443;1.19011186;;;;;;
infantgts;4;25;ets;51336.44096;79345.42632;NA;61436.38051;61489.22294;61475.79886;61441.10703;61459.28177;65897.275;65873.32436;65825.08228;65949.91248;65979.99644;1079.056221;1078.436317;1173.733472;1174.53223;;1.196740159;1.197769494;1.197508002;1.196832228;1.19718626;1.28363544;1.283168898;1.282229174;1.284660784;1.285246799;;;;;;
infantgts;4;26;ets;112306.8358;138090.1139;NA;125623.2372;125746.8209;125746.9712;125598.6148;125640.7864;125415.5224;125384.1317;125360.1058;125479.8651;125513.8941;1642.125057;1640.963765;1686.692077;1687.443219;;1.118571602;1.119672013;1.119673351;1.118352359;1.118727863;1.116722073;1.116442564;1.116228633;1.117294991;1.117597991;;;;;;
infantgts;4;27;ets;122189.8361;149992.495;NA;137543.9654;137572.2198;137536.4024;137520.1145;137551.8197;138077.9461;138040.1579;138014.6454;138146.7466;138185.797;1726.313806;1725.393444;1777.062913;1777.849368;;1.125657991;1.125889225;1.125596096;1.125462795;1.125722271;1.130028082;1.129718824;1.12951003;1.130591144;1.130910732;;;;;;
infantgts;4;28;ets;126820.8752;135772.7805;NA;134620.1456;134668.1135;134646.2945;134595.5365;134640.2156;132850.5793;132808.7007;132799.5483;132914.2475;132937.6472;1710.571265;1709.58235;1742.898461;1743.731381;;1.061498317;1.061876551;1.061704505;1.061304271;1.061656572;1.047545044;1.047214826;1.047142658;1.048047077;1.048231587;;;;;;
infantgts;4;29;ets;140515.7641;132341.5978;NA;137794.9111;137841.5884;137865.1453;137767.2818;137797.7416;136220.3643;136186.1905;136187.4609;136287.319;136306.1776;1736.709385;1735.784211;1768.724298;1769.484769;;0.98063667;0.980968856;0.981136502;0.980440043;0.980656814;0.969431189;0.969187986;0.969197027;0.969907681;0.970041891;;;;;;
infantgts;4;30;ets;27900.19737;21195.12652;NA;27397.46933;27427.91746;27400.51389;27388.51578;27402.56758;24506.4715;24490.88894;24480.36309;24534.83508;24541.46967;678.859982;677.9275963;671.4727508;672.2349724;;0.981981201;0.983072524;0.982090325;0.981660288;0.982163933;0.878361941;0.87780343;0.877426162;0.879378549;0.879616346;;;;;;
infantgts;4;31;ets;10255.86672;5861.245702;NA;7434.32724;7455.957501;7443.947254;7427.335167;7430.640849;6985.706394;6966.800348;6971.58569;7000.113481;7001.920789;299.7013572;299.3743745;308.9572675;309.9721586;;0.724885321;0.726994383;0.725823322;0.724203558;0.724525879;0.681142471;0.679299033;0.679765629;0.682547236;0.682723458;;;;;;
infantgts;4;32;ets;3434.638678;4666.135147;NA;4209.270538;4194.845893;4207.094901;4212.033566;4206.647142;4252.686482;4261.665166;4264.615174;4240.766185;4236.022822;216.2429933;216.2917868;228.8430397;228.4091499;;1.225535182;1.221335426;1.224901742;1.226339642;1.224771377;1.238175797;1.240789954;1.241648853;1.234705185;1.233324148;;;;;;
infantgts;4;33;ets;26570.3327;25094.82704;NA;25911.95163;25879.75252;25885.41473;25922.2149;25915.81953;25947.38568;25962.32207;25969.89524;25919.32086;25911.4401;656.057922;656.6785921;695.7907212;695.1672304;;0.975221196;0.974009351;0.974222454;0.975607464;0.975366768;0.97655479;0.977116936;0.977401959;0.975498544;0.975201944;;;;;;
infantgts;4;34;ets;22022.96127;14351.82498;NA;17236.43669;17207.55029;17221.08127;17240.70971;17226.19781;16623.36832;16644.23134;16629.51839;16601.22473;16597.23295;512.9562736;513.6329266;535.2093511;534.6791927;;0.78265754;0.781345891;0.781960294;0.782851566;0.782192622;0.75481985;0.755767181;0.755099107;0.753814373;0.753633117;;;;;;
infantgts;4;35;ets;7866.759467;2444.480127;NA;3570.563174;3555.072786;3556.075165;3573.385493;3567.136276;3468.248336;3474.55693;3476.583204;3460.860783;3459.523049;214.1584173;214.3806275;215.9643314;215.8804462;;0.453879795;0.451910701;0.452038121;0.45423856;0.453444177;0.440873825;0.441675755;0.441933329;0.43993474;0.439764691;;;;;;
infantgts;4;36;ets;5673.317369;7681.652686;NA;6875.652972;6898.275041;6886.878662;6871.211782;6871.565462;6732.172527;6722.249549;6725.418483;6747.703813;6753.185828;290.982947;290.4598403;305.7718054;306.2550733;;1.211928141;1.215915591;1.213906823;1.21114532;1.211207661;1.186637745;1.184888684;1.185447252;1.189375347;1.190341627;;;;;;
infantgts;4;37;ets;21387.49769;23206.09783;NA;18827.96366;18860.66064;18850.99645;18819.88757;18831.99997;21495.30738;21478.24489;21472.88299;21522.78451;21528.49668;539.0743318;537.9913608;621.7295942;622.5658165;;0.88032569;0.881854479;0.881402618;0.879948082;0.880514413;1.005040781;1.004243002;1.0039923;1.00632551;1.006592589;;;;;;
infantgts;4;38;ets;38794.46014;35862.83221;NA;34103.85647;34162.15457;34141.26404;34091.14336;34110.83103;35967.96842;35939.08548;35944.7764;36004.32691;36010.9643;776.1015812;774.9177187;840.8047963;841.5363903;;0.879090889;0.880593632;0.88005514;0.878763185;0.879270672;0.927141872;0.926397361;0.926544055;0.928079081;0.928250172;;;;;;
infantgts;4;39;ets;25265.27153;26097.80141;25196.06766;25196.27399;25243.72475;25239.76459;25191.70033;25207.45184;25525.8993;25503.07515;25506.54674;25557.50726;25566.68437;644.9539396;643.9191246;687.1824979;688.0664351;;0.997269076;0.999147178;0.998990435;0.99708805;0.997711495;1.010315653;1.009412272;1.009549678;1.011566696;1.011929927;;;;;;
infantgts;4;40;ets;7502.82496;7205.687604;NA;7182.935721;7206.898019;7198.725624;7178.11106;7187.528366;7192.039022;7204.738963;7206.053211;7209.048028;7212.309137;290.5042283;289.6554019;311.9794061;312.316149;;0.957364161;0.960557931;0.959468688;0.956721115;0.957976283;0.958577477;0.960270165;0.960445332;0.960844491;0.961279142;;;;;;
infantgts;4;41;ets;3627.072073;3725.82318;NA;4178.479357;4188.544472;4184.433711;4176.063804;4181.221477;3745.016044;3756.131273;3753.572688;3757.896217;3760.567765;214.8099376;214.3971918;210.9407692;210.9669428;;1.152025456;1.154800453;1.153667098;1.151359477;1.15278147;1.032517681;1.035582199;1.034876786;1.036068802;1.03680536;;;;;;
infantgts;4;42;ets;4653.747099;2474.388976;NA;2827.583856;2821.630683;2822.276471;2828.070819;2821.048951;3015.800234;3018.483414;3022.172686;3007.679396;3007.888496;181.6242728;181.4994436;190.9508023;190.6465366;;0.607592934;0.606313713;0.60645248;0.607697573;0.60618871;0.648036984;0.648613547;0.6494063;0.646291973;0.646336905;;;;;;
infantgts;4;43;ets;645.4738521;888.9503154;NA;704.8741775;708.0315159;707.5382836;705.3443925;705.9788792;754.0922964;754.921174;754.3057937;756.7144716;758.111076;116.1834896;116.0560743;107.1348379;106.8973876;;1.092025921;1.096917425;1.096153285;1.092754401;1.093737379;1.168277063;1.169561202;1.168607824;1.172339467;1.174503155;;;;;;
infantgts;4;44;ets;1175.876814;1099.888869;NA;1002.763084;1004.933293;1001.503006;996.098583;995.2572047;996.4822399;997.3232474;997.8944977;995.5654151;998.9001472;131.9452463;131.4962315;122.0175612;121.8324313;;0.852779026;0.854624635;0.851707418;0.847111339;0.846395807;0.847437612;0.84815283;0.848638638;0.846657918;0.849493871;;;;;;
infantgts;4;45;ets;11875.61373;7136.643733;NA;8408.039935;8403.086735;8404.578858;8399.649452;8400.945036;8348.218204;8335.956314;8335.66699;8332.952665;8334.849401;342.9369;343.0664592;358.4169583;358.4998161;;0.708008876;0.707591786;0.707717432;0.707302346;0.707411442;0.702971517;0.70193899;0.701914628;0.701686065;0.701845782;;;;;;
infantgts;4;46;ets;4945.344185;6626.923351;NA;4745.83423;4759.903919;4755.303262;5017.483374;5014.023922;5252.982039;5257.181526;5250.956775;5387.657348;5391.451752;255.3889369;262.9924321;275.9934024;279.9762506;;0.959657013;0.962502051;0.96157175;1.014587294;1.013887757;1.062207572;1.063056752;1.061798042;1.089440319;1.090207587;;;;;;
